Equipment_ID,Temperature,Pressure,Flow_Rate,Vibration,Humidity,Power_Consumption,Operating_Hours,Failure,Health_Score,Risk_Score,Prediction,Failure_Probability
EQ1032,74.86502775262066,43.65500313392741,107.56547598577615,5.835544433731704,41.88038454633878,550.2935817076452,121,0,48.407401553179426,55.72,0,0.0
EQ1033,64.422890710441,42.69217478608226,91.8805135755664,7.6160153511135995,59.66469690936306,478.59263756715916,752,0,48.36423217020759,59.16,0,0.0
EQ1034,83.22544912103189,43.5786712058542,70.34767646578615,3.5059325897451616,62.28238107305866,453.51931555942645,3490,0,50.58903160185843,65.85,0,0.0
EQ1035,62.791563500289776,51.97180950291225,92.57177352992898,6.833291270160193,53.57848826398181,401.59902989073686,882,1,46.70722460842779,61.1,1,0.95
EQ1036,77.08863595004756,50.925474475180565,95.43482693419072,5.065135113224617,63.93067826986773,379.6247001936754,267,0,46.37294919846426,58.08,0,0.015
EQ1037,75.06464499109504,36.56642328498352,95.30606549214978,2.996462717460386,56.4765184053745,450.77551839102614,1161,0,56.861111753757314,49.89,0,0.0
EQ1038,61.71813951101569,48.11942496405576,109.27834535466887,3.302742047971756,67.17129921156112,562.163699783168,972,0,55.63130406512948,50.71,0,0.01
EQ1039,76.96861235869123,41.915840948794504,129.78514616522259,5.023677160040975,39.77794695074146,461.0050864464377,1881,0,50.09572559279288,60.64,0,0.0
EQ1040,82.3846657999541,42.495479080688746,101.85293802761639,4.393306568113845,51.512247389931304,528.0339867669013,1496,0,49.49979549151058,59.39,0,0.0
EQ1041,76.7136828118997,31.538645841783357,96.74902316265307,3.0306305348626417,54.28186857148965,457.78581194214297,731,0,58.30917574999146,46.66,0,0.0
EQ1042,73.8435171761176,39.14807117305902,96.1116728049386,2.4589410781618923,28.277926155286508,544.7206687220195,1701,0,57.26983422161733,51.42,0,0.0
EQ1043,71.98896304410711,35.935882048317175,101.86577150361572,3.729921008110241,44.140472664214656,475.3774438733932,2981,0,56.569116251220514,57.82,0,0.0
EQ1044,60.214780096325725,44.140294074466546,87.57559359477402,5.290713512496677,46.86400745641214,413.76810281146527,1550,0,53.698021316322304,55.88,0,0.0
EQ1045,67.80155791605291,45.35540250201402,101.80297838119083,4.990398871095293,64.4820599482335,481.17328524703896,1963,0,51.53657388218792,59.57,0,0.0
EQ1046,70.39361229040213,29.627568244918443,106.762185044977,4.2481430637498825,47.93156653685399,628.3800292796285,821,0,58.53460288741221,47.37,0,0.0
EQ1047,85.57122226218915,39.88982567997865,103.14529095361732,5.302830791437224,46.81921012694023,625.2919020885598,4635,1,47.76704146647735,74.09,1,0.9
EQ1048,78.43618289568461,45.60930752397126,106.86312901007172,6.560040079794032,63.17485780656192,534.0573311945556,3436,0,45.105341962118054,72.68,0,0.01
EQ1049,57.36959844637266,39.066605188432774,106.50621414022802,5.5911897656512215,38.820893542099455,490.4058829210408,342,0,55.98009885941265,48.83,0,0.0
EQ1050,78.24083969394795,43.64531822501182,73.42154976630334,4.818036992915629,34.287559325564274,521.2731261466558,2748,0,49.43354681597964,64.69,0,0.0
EQ1051,71.14917719583684,41.75582733813542,109.55305237593105,6.392108009991033,51.38407699930654,522.1796637113302,4738,1,49.16869988601272,73.68,1,0.99
EQ1052,68.23077999694041,41.70830115976313,89.9347773150632,3.5602245466755575,40.52293231921645,497.2079273343029,4472,0,55.72699644366151,64.64,0,0.0
EQ1053,81.11676288840867,38.643425109658516,83.56241255494064,4.662620690666973,40.903207053403506,530.8660813945831,4745,0,50.88235970828004,71.07,0,0.02
EQ1054,85.30999522495951,33.91709597932145,83.43322258217506,4.698368096599448,60.73433791687982,514.5758803507495,502,0,51.44342684758467,53.48,0,0.01
EQ1055,84.31280119116198,34.39234926287486,106.50312415708794,3.144570112335732,63.75973837912579,477.88193302449804,1553,0,54.660079712830004,53.7,0,0.0
EQ1056,66.60782476777362,43.546762572276585,96.6613760916272,4.370188756573463,62.88864215852125,416.332024043145,1096,0,53.858570027610355,53.44,0,0.0
EQ1057,71.90787624148786,40.097291277594415,74.77046824021883,1.8875604786570452,66.08776660307232,467.7958530445884,4271,0,58.613599659201796,60.08,0,0.0
EQ1058,78.31263431403563,39.30743877696388,107.17056722788425,7.86826707149443,67.41134320014802,555.9663194351517,3250,0,45.04670005201489,72.54,0,0.01
EQ1059,75.06464499109504,37.88054978838824,78.40587803801759,3.5938793173455306,33.71409791173069,497.79764428532445,4513,0,55.14062795262514,65.34,0,0.005
EQ1060,70.2082576215471,38.474055772596245,102.09732037777316,7.379171197131968,59.50411959929467,521.0200824111254,3601,0,48.789558010233435,69.95,0,0.0
EQ1061,73.14341023336183,45.234558972440695,103.57748388509582,5.057126758579239,49.70391800430441,480.1889130606911,1286,0,49.8488998238567,58.58,0,0.0
EQ1062,63.93665025993972,38.32377959065987,113.28365622542567,5.847296198233939,47.52575754009564,425.82817464925625,1481,0,53.79490068928626,55.69,0,0.0
EQ1063,63.037933759193294,33.29467643349216,126.72527179700278,4.2668003024736025,60.604146322087054,483.2959199589724,4524,0,59.23714869389796,61.55,0,0.0
EQ1064,83.12525822394198,43.71825887770087,79.52985511149188,5.3118945379425115,37.697045201042485,428.4280869475454,1954,0,46.95132990585204,64.25,0,0.005
EQ1065,88.56240028570824,38.97561668067642,99.21289215905426,5.975734459982654,37.4889139412768,423.9597578477514,2004,0,45.889564322051655,65.76,0,0.315
EQ1066,74.27989878419666,39.94663683219861,95.85497057433673,5.996828621591273,61.33572744081717,584.3945626208587,3766,0,49.743718388679014,68.98,0,0.0
EQ1067,85.03532897892023,48.03789153199755,106.50624528941444,6.162160085111536,59.87786017510898,470.5939796546048,2048,1,42.94992452330183,69.12,1,0.875
EQ1068,78.61636025047635,39.897197213247466,103.23503156400427,4.447500934941235,56.3673265587151,448.09606921779766,4133,0,51.56121116967564,67.86,0,0.0
EQ1069,68.54880245394875,41.44591836559363,94.7118063589507,4.2794604912629675,46.20086595276863,613.2571779066634,4671,0,54.29807093505198,67.22,0,0.01
EQ1070,78.61395605508415,34.10538254350837,93.38646717083716,2.608735512098595,62.43829634582124,557.0489524782969,3627,0,57.55618914187422,58.82,0,0.0
EQ1071,90.38036566465969,38.9016527382452,83.2532371722393,5.784828516765405,61.80302892060476,473.99435421487135,1852,0,45.755572171773196,65.19,0,0.01
EQ1072,74.64173960890048,43.047630226043005,114.81792373609764,6.623568066985164,55.85304515047454,529.9345427886658,1837,0,47.141289892942325,64.24,0,0.01
EQ1073,90.64643655814007,32.22313133079379,106.88806272399295,7.423972519876894,43.226789587302285,483.4948177217508,1913,1,45.06887146048668,66.83,1,0.985
EQ1074,48.88277472101111,41.00422546557855,113.76652296692706,5.457758951870762,50.74751654270493,451.512422450428,2054,0,58.01795949372373,53.61,0,0.005
EQ1075,83.21902504375224,40.50395536322403,95.34405795286729,3.850280340637146,63.37833677524443,533.2283857139503,4109,0,51.13214966031043,67.9,0,0.0
EQ1076,75.87047068238171,40.2064372779372,90.14746796958354,2.454355785065817,68.27191222801787,477.2988680275858,637,0,56.24757231397898,48.2,0,0.0
EQ1077,72.00992649534132,45.18579449329121,83.82527400056158,6.562500099625026,51.734633966236714,505.28486062995825,2490,0,47.19770405483108,66.8,0,0.0
EQ1078,75.91760776535503,41.67219257424261,105.38376375610989,2.305585149833697,52.50327032191738,571.495426442977,1889,0,55.94467034102905,53.46,0,0.0
EQ1079,55.124310853991076,47.39035949178222,84.40310163207648,4.48909388338435,53.38310891974939,563.7849172656763,1290,0,55.52837518032108,52.67,0,0.0
EQ1080,72.80328112162488,35.03205242202982,127.72994603449825,4.663539758084531,57.74893008910972,461.49346957007464,4036,0,54.81911517853153,64.24,0,0.0
EQ1081,78.57112571511746,40.67962283609174,80.3853612835984,4.895817293223471,49.18932699939976,534.022212160096,1595,0,50.36517856458113,59.14,0,0.0
EQ1082,89.77894044741517,40.42233393194974,104.10490178818753,5.05370390005376,26.058149424284164,421.0500627697971,2287,0,46.78997649288803,65.56,0,0.025
EQ1083,69.81729781726352,34.6537275312246,123.50282060820679,5.207221334551362,66.92769001647096,531.5289912920994,4623,0,54.77887697322838,66.89,0,0.0
EQ1084,66.91506397106812,44.78147501045673,108.98634638895713,1.3769551068822055,72.9468894716255,510.3946714060774,3470,0,59.25898059073246,56.06,0,0.0
EQ1085,69.98242956415463,51.62336652926409,102.6351056873767,5.02198386480519,48.87600140394287,526.5285553654402,1359,0,48.311956789437595,60.5,0,0.005
EQ1086,84.15402117702074,39.914969627580845,85.47274529557157,1.655636638832184,44.333466310812256,479.1788671749037,4175,0,55.476532518197075,62.72,0,0.0
EQ1087,78.28751109659684,42.52510544136884,79.27346217148444,6.098327109636492,53.62899477609778,645.8849891556742,3130,0,47.30705027520043,68.97,0,0.01
EQ1088,69.70239796232961,40.42259237907663,111.55075163376378,4.167312266294582,53.12496116271227,436.909020466578,4795,0,54.5856191270813,67.35,0,0.0
EQ1089,80.13267433113356,36.43207665046412,122.5922086116242,1.7644449121649743,64.9551857716296,568.0086197677923,196,0,57.85847721614434,44.41,0,0.0
EQ1090,75.9707754934804,30.89619861098992,93.41725014282743,3.7786929839219363,55.546394416450376,427.78111761621676,4673,0,57.292901939716046,63.8,0,0.005
EQ1091,84.68644990532889,36.471132584523176,82.91407738575474,4.14488699122302,47.07377169628817,535.3040922240525,4686,0,51.71583801214602,69.71,0,0.005
EQ1092,67.97946906122648,33.04020809524134,63.127458541764724,6.786049426332507,41.81590549441951,540.3052984076248,1419,0,52.8179771908705,56.8,0,0.0
EQ1093,71.72337853402232,48.52051039029559,85.28852734506194,5.294956612625367,63.65634184819673,503.84831100936,4601,1,48.48486905842434,73.38,1,0.705
EQ1094,71.07891846867842,39.424451530383806,98.2951473625144,5.516667416525871,60.995112411642495,465.32729126194073,814,0,51.873209014191204,54.8,0,0.0
EQ1095,60.364850518678814,38.27040335476415,123.98684861255101,6.771832451330901,65.60559878091819,509.87944235217094,2594,0,53.0387185998289,61.36,0,0.0
EQ1096,77.96120277064576,44.44576912393903,110.09700538349453,4.8557835681132655,45.31813249278906,518.6907233401122,2846,0,49.121764383004134,65.43,0,0.0
EQ1097,77.6105527217989,34.39124448572056,104.5762810706013,6.131281941548605,73.3843689952833,625.2955540414398,4143,1,50.697772506074905,69.51,1,0.935
EQ1098,75.05113456642461,36.165679809977235,93.99820508048303,6.025791670897988,37.56305492942763,438.93618002897927,684,0,50.96680436428574,55.38,0,0.0
EQ1099,72.65412866624852,40.34036134624311,91.25251424116065,3.0702957596458815,62.0960102140148,461.0860552580199,1053,0,55.927025342336435,50.49,0,0.0
EQ1100,60.84629257949586,45.1438449571174,121.08471396261945,7.209475366444744,35.90417232803098,519.9314889948536,2997,0,49.26962351041479,67.08,0,0.005
EQ1101,70.79354677234642,39.94663683219861,103.01107811137584,2.869547329893958,47.09668618301532,482.07623467233236,2130,0,57.044186575628714,53.58,0,0.0
EQ1102,71.57285483473231,41.24162571257941,68.46098962118467,6.376049974216772,70.61022930447959,492.997127358858,693,0,49.279393316115,57.37,0,0.0
EQ1103,66.9772273077838,40.39058867618008,89.89690528154136,2.724390444641551,63.313642544759894,574.9246284754632,1931,0,58.301815447909725,51.46,0,0.0
EQ1104,73.3871428833399,42.001179277633874,87.12675952342559,5.90185518222751,49.53779584512818,302.5813447599536,455,0,49.379675059489465,56.09,0,0.0
EQ1105,79.04050856814538,41.008264525646275,91.80603986233803,7.7928723172252585,49.811629571783115,458.1435458487532,1776,0,44.29879698484736,67.39,0,0.01
EQ1106,93.8618590121053,34.850138626115324,108.44365990427627,4.680532015174683,56.006221108354424,378.03415416241256,3218,0,48.540322815572914,67.25,0,0.015
EQ1107,76.74577812831839,40.230396108165756,98.38832677308626,4.61546653572028,60.141409907607226,416.29284941671506,211,0,51.65317504679763,52.17,0,0.0
EQ1108,77.57550390722764,34.631556705411235,98.84701889494507,5.915659998975274,67.51579382682696,668.3237144450729,3834,0,51.04340614771667,67.83,0,0.005
EQ1109,74.25554084233833,40.405412714504116,119.70209741987856,4.505905316056186,50.43765995391506,541.8717693766929,4570,0,52.54936202938448,68.66,0,0.015
EQ1110,55.812287847009586,37.59676029255879,89.55308365319968,7.727418055614232,38.88214936512799,566.6095447540673,944,0,52.76277341764515,55.5,0,0.0
EQ1111,74.73486124550783,52.696908113914304,127.96299288831024,5.288288374188044,56.5696862704876,494.3629245149498,2273,0,45.92420163240584,66.69,0,0.03
EQ1112,75.60230209941027,39.80052808124144,100.1538352717334,4.519745737668911,50.425691624916055,553.1099677382336,3178,0,52.35960666234253,63.28,0,0.0
EQ1113,99.63242112485287,32.978802168692056,101.33797294918857,4.189571708156475,41.99366295251553,376.3404844735826,2709,0,48.53960937875437,64.94,0,0.005
EQ1114,73.07639035218878,39.329098946615375,95.78194606895849,3.600577294740469,57.97668915312794,572.680888823872,1483,0,55.144288726216274,53.24,0,0.0
EQ1115,78.01547342333612,42.59679372818944,101.85128700251441,4.058367519863766,52.868862459072105,442.61091170080704,4070,0,51.43990544199586,67.58,0,0.0
EQ1116,74.65288230294756,48.366819730762614,106.66887992609693,4.473989909512105,58.065122064697945,462.80789264718607,461,0,49.309427597786474,55.58,0,0.0
EQ1117,63.31321962380468,37.052738000306405,100.1538352717334,4.26854138975213,46.055557998128194,535.3605749318257,778,0,57.647856133231784,48.22,0,0.0
EQ1118,86.4282281451502,32.087860129881804,88.7032400406913,4.012737088794344,59.86710530325499,522.151273100755,2911,0,53.21091332691353,60.97,0,0.005
EQ1119,82.51933032686775,44.084185057154905,83.15627983828644,8.148261845528658,41.829018032450215,505.92340338754843,2922,0,41.31400318802039,75.18,0,0.095
EQ1120,82.91031947043047,33.097006470501746,137.54757686358568,3.454857385265765,46.72268610303417,404.5832692493777,1831,0,54.97838680013863,54.62,0,0.01
EQ1121,65.9061254520526,37.819222792462575,92.7402349059917,5.2199488814692625,52.57085768912722,506.9869568175149,1387,0,54.66057548446065,54.13,0,0.0
EQ1122,89.02794310936099,38.71189757244503,110.4881865800798,5.888781514641308,72.41818414959714,567.239294743826,4995,1,46.02929500893108,77.54,1,0.96
EQ1123,60.98148937207719,39.65183273349946,75.88538034215205,5.945161993375599,62.848253685484934,462.7259032730144,374,0,53.954496108225854,51.17,0,0.0
EQ1124,80.8685709380027,43.445822285371676,95.80580920142985,4.912089386326292,65.77192504267789,592.0455931738207,1005,0,48.53692103179793,58.66,0,0.0
EQ1125,96.90455625809979,36.58182858856806,98.09200924026335,4.6389461422290355,69.17077033343145,438.91156448601936,1982,0,47.01800940268477,63.84,0,0.01
EQ1126,65.09463674869312,38.631353739166194,107.09222604891748,5.677321236859259,91.02832135810874,500.4583524202862,591,0,53.66442500600706,52.18,0,0.005
EQ1127,69.33702270397228,39.92864823525306,60.28454155639365,5.399782474967301,55.41589067558434,607.472941336363,4854,0,52.427868944772484,70.35,0,0.015
EQ1128,75.99651365087641,40.74798978759394,102.49210919617497,4.61156174784873,69.20400923129856,452.3020061110273,640,0,51.67872649400204,53.87,0,0.0
EQ1129,69.965243458838,40.48913587353962,82.75387816948161,2.6571821424133537,65.12635254401941,573.7789838363951,2986,0,57.50040832810605,56.45,0,0.0
EQ1130,59.493365689338674,42.1800288761129,104.86518566792385,4.298114416500129,64.96032503307526,638.2256653555266,4515,0,56.683749909752976,64.23,0,0.0
EQ1131,75.68562974806028,44.21919754820868,84.45506204742756,3.2801747544388133,72.74239618040181,511.9730848246905,555,0,53.04628254742081,51.55,0,0.0
EQ1132,64.37696286273895,41.96317057825484,87.16775956111628,3.99926067490051,50.80686969015524,463.10881088316853,750,0,55.90312156007535,49.8,0,0.0
EQ1133,79.73592430635182,42.26792761754609,95.89558584410098,5.049834857775439,50.0131497606362,445.90828379349836,1412,0,49.07238194552514,59.81,0,0.0
EQ1134,65.80575765766197,32.08888416626761,84.21505795595208,5.538104215994924,58.19765513481862,591.3221892343128,1404,0,56.34651060420452,52.57,0,0.0
EQ1135,90.4993440501754,40.2511384958284,92.86698329896967,7.670679126938609,53.17300228078113,589.3685939537754,4612,1,41.408383132738805,81.55,1,1.0
EQ1136,67.16746707663764,42.39753774000804,82.09936347185027,4.193890431644279,58.18500852998173,601.4516386008073,3709,0,54.50296391771694,63.14,0,0.0
EQ1137,71.77938483794324,43.64470597285225,72.50244322451908,6.161938452912726,70.62748785053012,497.7013154540837,903,0,48.68442525365068,58.74,0,0.0
EQ1138,83.1351721736967,36.53824612883103,115.2693557864404,5.458940036656755,50.218532772937216,572.6464859068974,897,0,49.52626982304507,57.4,0,0.0
EQ1139,62.69135683566045,36.70480362555678,80.55926960764107,6.943996505959685,51.95321037406269,496.5812426211751,3484,0,52.62267848715978,65.4,0,0.005
EQ1140,77.2745993460413,37.12949662358201,97.31978668588025,5.864343079393439,56.74311003526577,438.1861414874149,4804,0,50.23713538796794,72.53,0,0.03
EQ1141,88.07142754282428,42.682069499456716,111.29336622240677,3.4872778590705256,52.716815739748306,578.6923749578647,2112,0,49.53118821922898,61.37,0,0.0
EQ1142,58.92516765438772,45.16940527462104,90.77583846225936,2.415430956063153,35.85994171986513,614.3709194794743,2940,0,59.42382568170896,54.3,0,0.0
EQ1143,76.84633858532304,37.962699463541995,87.62251150381694,5.4668925495012575,49.198723573010604,428.5578619053076,3162,0,50.82723353998378,65.19,0,0.0
EQ1144,77.59882794248423,44.53981156813524,103.39357133001133,4.207323503149414,61.87373242237504,427.2398325969531,1180,0,50.48977998370181,57.08,0,0.0
EQ1145,82.81822871777311,40.61739904582297,116.76900734090728,3.529529381074104,69.37546750932647,502.7987353961087,1413,0,51.84851300419068,56.25,0,0.0
EQ1146,62.63049289121918,39.37857111418782,82.46027102370297,3.0986334432003835,43.45381432462273,566.92900240187,2745,0,59.262156800558344,53.92,0,0.0
EQ1147,61.795433869157236,38.943078850910155,97.74778251973842,5.241463246380733,43.40717600769157,420.63265643722326,3734,0,55.40121180612729,62.8,0,0.0
EQ1148,80.21941565616898,43.733056823010784,74.01258107549009,7.261561548970048,55.302338027173356,515.8911015869135,2153,0,43.91782947600489,69.05,0,0.005
EQ1149,77.96984673233186,41.62788908393535,94.10198494476715,4.386991481440938,34.24404935122163,458.67011321581737,3614,0,51.18390738384442,66.16,0,0.0
EQ1150,77.50492850345877,51.37912713823819,100.51307026807113,5.885405466612983,50.550297970128725,549.0580369877501,409,0,44.42605966044112,61.01,0,0.16
EQ1151,78.46448209496975,35.73887678501338,87.18063037367402,4.846600474673611,37.639579404486064,444.1479224952877,884,0,52.4719037081565,54.08,0,0.0
EQ1152,68.1997527842151,42.59050851014988,93.14512249262152,3.0659268663449106,68.69061299842465,554.0262100191926,1714,0,56.3720170279857,52.73,0,0.0
EQ1153,77.32253697161003,37.353994950942436,78.87659847538825,6.1022170152656265,47.306688456495955,488.92496324276044,922,0,49.65720689760876,57.7,0,0.0
EQ1154,77.93072473298682,35.65356506505678,101.15617917072241,3.357961933958943,71.52834186339027,434.400163342327,1427,0,55.643432686163365,52.34,0,0.0
EQ1155,67.85648581973632,39.94566431482514,115.83541373324725,5.0324399458903475,66.13521353458339,504.4582968798822,157,0,53.599908636368355,50.21,0,0.0
EQ1156,93.65774511144757,40.68676239703518,83.54284195344304,4.487719377492042,48.536827023025836,364.3418679858153,1348,0,46.652532752767584,61.66,0,0.015
EQ1157,79.73832920911788,53.44078203655951,90.65992350171426,6.339616151848538,44.28040363153922,460.8633799526542,1549,1,42.02295611894375,68.23,1,0.835
EQ1158,63.08696502797351,39.07927092158399,107.53819369681273,3.41277351129397,53.06454250832412,523.6180749227264,617,0,58.61665510038641,46.21,0,0.0
EQ1159,81.5655360863383,34.349106352576584,118.18136078984105,5.586304861702939,53.953533757417965,375.97716546776735,2177,0,50.618086909662004,61.46,0,0.0
EQ1160,65.25318329772679,41.36505358747193,77.60215281686604,3.740303888976949,58.461469439524016,320.0204202826212,250,0,56.39741579773929,47.16,0,0.0
EQ1161,82.87084603742451,29.62679981226816,97.46822893876076,4.233342181506822,47.234567104698215,336.2442876130783,4743,0,54.821341900851735,66.76,0,0.005
EQ1162,86.58595579007404,39.540216086978674,104.24696233479287,0.9175642419931114,62.46394873522203,592.8989988850259,2257,0,56.372998344200084,53.77,0,0.005
EQ1163,66.7931768164829,40.0801264114758,98.46915414056728,8.138147857426862,57.653280549998996,494.6268691066089,3773,0,47.653700675611084,72.18,0,0.005
EQ1164,84.63376129244321,43.973001914726055,62.848118996843695,5.825835399239348,51.59604843284136,462.7274224194969,2613,0,45.36900004789792,68.73,0,0.0
EQ1165,79.12780926936499,44.86811124713923,107.51635013963158,3.848978771092753,47.87959344581977,566.160831496678,2384,0,50.61645517814931,61.59,0,0.0
EQ1166,83.2206015999449,39.94663683219861,122.79004526635967,3.313016467500509,53.15115016901314,471.68852222716225,1494,0,52.429131852136074,55.87,0,0.0
EQ1167,93.96792982653947,39.246929926850335,101.74992626754255,4.25652687068099,46.83098748172431,518.7923329906712,1805,0,47.59779533993604,62.4,0,0.0
EQ1168,72.5461188399713,36.16939584694664,84.53340920058605,6.075319302229177,55.58438694883588,501.8028745646284,1272,0,51.6177674047716,57.11,0,0.0
EQ1169,67.4626383564251,34.35968722596153,92.30309130453576,2.161872611622612,55.8543868521991,467.03004054729155,2521,0,61.69358837944263,50.04,0,0.0
EQ1170,66.10485570374476,41.54947389690317,126.5486960148339,4.787623371058493,57.61707283476339,520.5902118722374,699,0,53.97350698799832,51.91,0,0.0
EQ1171,66.84189715034562,33.632072257017,113.64943811290838,7.65596280869401,72.66242409671854,554.1282854994101,3604,0,51.18267633470149,67.62,0,0.0
EQ1172,74.22898290585896,37.92686549714068,109.60039927576494,3.299080496048294,53.67555280300427,487.05653680881085,2399,0,55.96239793728945,55.92,0,0.0
EQ1173,78.41151974816644,35.02413020050381,105.34618875301564,5.120577558145483,65.04597867124482,467.76110987917696,4115,0,52.22573687905758,67.38,0,0.01
EQ1174,77.7669079933002,42.7484159314513,90.08294331713542,8.304964722886638,57.29587396975702,476.0241314400383,1596,0,42.960631783656154,68.29,0,0.005
EQ1175,83.27183249036024,49.00715049633244,96.99143229016347,5.948227444536159,52.61755698101546,339.1461227049988,3217,0,43.51913516528663,73.14,0,0.385
EQ1176,75.13001891877907,33.49206008598334,98.83115896482227,5.188885730728183,53.80840730048766,519.8141682556238,4802,0,53.68639882851659,68.67,0,0.0
EQ1177,89.53534077157317,30.734907585512154,108.24361474096666,5.759954682363504,54.4117359083195,415.3622097708014,534,0,49.325525369596185,56.2,0,0.01
EQ1178,72.35343166762044,39.375565573249666,122.63378341400355,4.398701997485446,57.79767707728216,544.0803106883246,2758,0,53.7463402754431,60.14,0,0.0
EQ1179,101.15878423171523,40.078488979788794,116.77507205189693,6.94944692795516,45.4067923478103,493.67031295272943,3799,1,39.72207528265959,79.62,1,0.95
